id,name,menu,menu_title,doc,device,mixer_device,"Hydraulic
Circuit
Diagram",label_en,label_de,type,unit,scale,values,increment,default,read,write,comment
0x0199,version_major,,(All Devices),,,,,Major version,Major Version,i16,,,,,,TRUE,FALSE,Softwarenummer
0x019a,version_minor,,(All Devices),,,,,Minor version,Minor Version,i16,,,,,,TRUE,FALSE,Softwareindex
0x024b,version_patch,,(All Devices),,,,,Patch version,Patch Version,i16,,,,,,TRUE,FALSE,cSOFTWARE_UNTERINDEX
0x000c,outside_temp,3.2.4,Start screen,3.2.4,HG1,,,Outside temperature,Außentemperatur,dec,C,10,,,,TRUE,FALSE,
0x0061,status_compressor,3.2.4,Operation,3.2.4,Outdoor,,,Status compressor,Status Kompressor,bool,,,,,,TRUE,FALSE,
0x0112,operating_mode,4.1,OperatingMode,7.2,HG1,HC2,,Operating mode,Betriebsart,enum8,,,OperatingMode,,,TRUE,TRUE,
0x0005,room_temp_target_1,4.2.1,User :: Room,7.3.1,HC1,HC2,,Room temperature target 1,Raumtemperatur Soll 1,dec,C,10,5-40,0.5,20,TRUE,TRUE,
0x0006,room_temp_target_2,4.2.1,User :: Room,7.3.1,HC1,HC2,,Room temperature target 2,Raumtemperatur Soll 2,dec,C,10,5-40,0.5,20,TRUE,TRUE,
0x0007,room_temp_target_3,4.2.1,User :: Room,7.3.1,HC1,HC2,,Room temperature target 3,Raumtemperatur Soll 3,dec,C,10,5-40,0.5,20,TRUE,TRUE,
0x0008,reduce_room_temp,4.2.2,User :: Reduce,7.3.2,HC1,HC2,,Reduce room temperature,Raumtemperatur Absenken,dec,C,10,5-40,0.5,15,TRUE,TRUE,
0x013d,room_temp_absent,4.2.3,User :: Absent,7.3.3,HC1,HC2,,Room temperature absent,Raumtemperatur Abwesend,dec,C,10,5-40,0.5,15,TRUE,TRUE,
0x0013,hot_water_temp_target_1,4.2.4,User :: Hot water,7.3.4,HG1,,,Hot water temperature target 1,Warmwassertemperatur Soll 1,dec,C,10,35-70,0.5,48,TRUE,TRUE,
0x0a06,hot_water_temp_target_2,4.2.4,User :: Hot water,7.3.4,HG1,,,Hot water temperature target 2,Warmwassertemperatur Soll 2,dec,C,10,35-70,0.5,48,TRUE,TRUE,
0x013e,hot_water_temp_target_3,4.2.4,User :: Hot water,7.3.4,HG1,,,Hot water temperature target 3,Warmwassertemperatur Soll 3,dec,C,10,35-70,0.5,48,TRUE,TRUE,
0x0144,load_hot_water,4.2.5,User :: 1x load,7.3.5,HG1,,,1x Hot Water,1x Warmwasser,bool,,,,,FALSE,TRUE,TRUE,
0x1358,party,4.3.1,Time program :: Party,7.4,HC1,HC2,,Party,Party,i16,min,,0-360,15,0,TRUE,TRUE,
0x01ec,absent,4.3.1,Time program :: Absent,7.4,HC1,HC2,,Absent,Abwesend,i16,min,,,15,0,TRUE,TRUE,
0x011b,vacation_begin_day,4.3.1,Time program :: Vacation,7.4,HC1,HC2,,Holiday :: Date 1st day :: Day,Urlaub :: Datum 1. Tag :: Tag,i8,,,0-31,,2,TRUE,TRUE,
0x011c,vacation_begin_month,4.3.1,Time program :: Vacation,7.4,HC1,HC2,,Holiday :: Date 1st day :: Month,Urlaub :: Datum 1. Tag :: Monat,i8,,,0-12,,1,TRUE,TRUE,
0x011d,vacation_begin_year,4.3.1,Time program :: Vacation,7.4,HC1,HC2,,Holiday :: Date 1st day :: Year,Urlaub :: Datum 1. Tag :: Jahr,i8,,,0-49,,1,TRUE,TRUE,
0x011e,vacation_end_day,4.3.1,Time program :: Vacation,7.4,HC1,HC2,,Holiday :: Date last day :: Day,Urlaub :: Datum letzter Tag :: Tag,i8,,,0-31,,3,TRUE,TRUE,
0x011f,vacation_end_month,4.3.1,Time program :: Vacation,7.4,HC1,HC2,,Holiday :: Date last day :: Month,Urlaub :: Datum letzter Tag :: Monat,i8,,,0-12,,1,TRUE,TRUE,
0x0120,vacation_end_year,4.3.1,Time program :: Vacation,7.4,HC1,HC2,,Holiday :: Date last day :: Year,Urlaub :: Datum letzter Tag :: Jahr,i8,,,0-49,,1,TRUE,TRUE,
0x1350,holiday_begin_day,4.3.1,Time program :: Holiday,7.4,HC1,HC2,,Holiday :: Date 1st day :: Day,Feiertag :: Datum 1. Tag :: Tag,i16,,,0-31,,,TRUE,TRUE,
0x1351,holiday_begin_month,4.3.1,Time program :: Holiday,7.4,HC1,HC2,,Holiday :: Date 1st day :: Month,Feiertag :: Datum 1. Tag :: Monat,i16,,,0-12,,,TRUE,TRUE,
0x1352,holiday_begin_year,4.3.1,Time program :: Holiday,7.4,HC1,HC2,,Holiday :: Date 1st day :: Year,Feiertag :: Datum 1. Tag :: Jahr,i16,,,0-49,,,TRUE,TRUE,
0x1353,holiday_end_day,4.3.1,Time program :: Holiday,7.4,HC1,HC2,,Holiday :: Date last day :: Day,Feiertag :: Datum letzter Tag :: Tag,i16,,,0-31,,,TRUE,TRUE,
0x1354,holiday_end_month,4.3.1,Time program :: Holiday,7.4,HC1,HC2,,Holiday :: Date last day :: Month,Feiertag :: Datum letzter Tag :: Monat,i16,,,0-12,,,TRUE,TRUE,
0x1355,holiday_end_year,4.3.1,Time program :: Holiday,7.4,HC1,HC2,,Holiday :: Date last day :: Year,Feiertag :: Datum letzter Tag :: Jahr,i16,,,0-49,,,TRUE,TRUE,
0x1400,hc_auto_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1,Heizkreis Automatik 1,timerange,,,,,,FALSE,FALSE,
0x1410,hc_auto_1_mon_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday :: Switching cycle 1,Heizkreis Automatik 1 :: Montag :: Schaltzyklus 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1411,hc_auto_1_mon_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday :: Switching cycle 2,Heizkreis Automatik 1 :: Montag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1412,hc_auto_1_mon_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday :: Switching cycle 3,Heizkreis Automatik 1 :: Montag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1420,hc_auto_1_tue_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Tuesday :: Switching cycle 1,Heizkreis Automatik 1 :: Dienstag :: Schaltzyklus 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1421,hc_auto_1_tue_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Tuesday :: Switching cycle 2,Heizkreis Automatik 1 :: Dienstag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1422,hc_auto_1_tue_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Tuesday :: Switching cycle 3,Heizkreis Automatik 1 :: Dienstag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1430,hc_auto_1_wed_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Wednesday :: Switching cycle 1,Heizkreis Automatik 1 :: Mittwoch :: Schaltzyklus 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1431,hc_auto_1_wed_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Wednesday :: Switching cycle 2,Heizkreis Automatik 1 :: Mittwoch :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1432,hc_auto_1_wed_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Wednesday :: Switching cycle 3,Heizkreis Automatik 1 :: Mittwoch :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1440,hc_auto_1_thu_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Thursday :: Switching cycle 1,Heizkreis Automatik 1 :: Donnerstag :: Schaltzyklus 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1441,hc_auto_1_thu_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Thursday :: Switching cycle 2,Heizkreis Automatik 1 :: Donnerstag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1442,hc_auto_1_thu_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Thursday :: Switching cycle 3,Heizkreis Automatik 1 :: Donnerstag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1450,hc_auto_1_fri_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Friday :: Switching cycle 1,Heizkreis Automatik 1 :: Freitag :: Schaltzyklus 1,timerange,,,,,06:00-22:00,TRUE,TRUE,
0x1451,hc_auto_1_fri_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Friday :: Switching cycle 2,Heizkreis Automatik 1 :: Freitag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1452,hc_auto_1_fri_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Friday :: Switching cycle 3,Heizkreis Automatik 1 :: Freitag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1460,hc_auto_1_sat_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Saturday :: Switching cycle 1,Heizkreis Automatik 1 :: Samstag :: Schaltzyklus 1,timerange,,,,,07:00-23:00,TRUE,TRUE,
0x1461,hc_auto_1_sat_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Saturday :: Switching cycle 2,Heizkreis Automatik 1 :: Samstag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1462,hc_auto_1_sat_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Saturday :: Switching cycle 3,Heizkreis Automatik 1 :: Samstag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1470,hc_auto_1_sun_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Sunday :: Switching cycle 1,Heizkreis Automatik 1 :: Sonntag :: Schaltzyklus 1,timerange,,,,,07:00-23:00,TRUE,TRUE,
0x1471,hc_auto_1_sun_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Sunday :: Switching cycle 2,Heizkreis Automatik 1 :: Sonntag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1472,hc_auto_1_sun_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Sunday :: Switching cycle 3,Heizkreis Automatik 1 :: Sonntag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1480,hc_auto_1_mon_fri_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Friday :: Switching cycle 1,Heizkreis Automatik 1 :: Montag – Freitag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1481,hc_auto_1_mon_fri_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Friday :: Switching cycle 2,Heizkreis Automatik 1 :: Montag – Freitag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1482,hc_auto_1_mon_fri_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Friday :: Switching cycle 3,Heizkreis Automatik 1 :: Montag – Freitag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1490,hc_auto_1_sat_sun_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,"Heating circuit auto. 1 :: Saturday, Sunday :: Switching cycle 1","Heizkreis Automatik 1 :: Samstag, Sonntag :: Schaltzyklus 1",timerange,,,,,,TRUE,TRUE,
0x1491,hc_auto_1_sat_sun_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,"Heating circuit auto. 1 :: Saturday, Sunday :: Switching cycle 2","Heizkreis Automatik 1 :: Samstag, Sonntag :: Schaltzyklus 2",timerange,,,,,,TRUE,TRUE,
0x1492,hc_auto_1_sat_sun_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,"Heating circuit auto. 1 :: Saturday, Sunday :: Switching cycle 3","Heizkreis Automatik 1 :: Samstag, Sonntag :: Schaltzyklus 3",timerange,,,,,,TRUE,TRUE,
0x14a0,hc_auto_1_mon_sun_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Sunday :: Switching cycle 1,Heizkreis Automatik 1 :: Montag – Sonntag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x14a1,hc_auto_1_mon_sun_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Sunday :: Switching cycle 2,Heizkreis Automatik 1 :: Montag – Sonntag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x14a2,hc_auto_1_mon_sun_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Sunday :: Switching cycle 3,Heizkreis Automatik 1 :: Montag – Sonntag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x14b0,hc_auto_1_mon_thu_1,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Thursday :: Switching cycle 1,Heizkreis Automatik 1 :: Montag – Donnerstag :: Schaltzyklus 1,timerange,,,,,,FALSE,FALSE,That's weird? What is Mon-Thu good for?
0x14b1,hc_auto_1_mon_thu_2,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Thursday :: Switching cycle 2,Heizkreis Automatik 1 :: Montag – Donnerstag :: Schaltzyklus 2,timerange,,,,,,FALSE,FALSE,That's weird? What is Mon-Thu good for?
0x14b2,hc_auto_1_mon_thu_3,4.3.2,Time program :: Heating circuit auto. 1,7.4,HC1,HC2,,Heating circuit auto. 1 :: Monday – Thursday :: Switching cycle 3,Heizkreis Automatik 1 :: Montag – Donnerstag :: Schaltzyklus 3,timerange,,,,,,FALSE,FALSE,That's weird? What is Mon-Thu good for?
0x1500,hc_auto_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2,Heizkreis Automatik 2,timerange,,,,,,FALSE,FALSE,
0x1510,hc_auto_2_mon_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday :: Switching cycle 1,Heizkreis Automatik 2 :: Montag :: Schaltzyklus 1,timerange,,,,,06:00-08:00,TRUE,TRUE,
0x1511,hc_auto_2_mon_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday :: Switching cycle 2,Heizkreis Automatik 2 :: Montag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1512,hc_auto_2_mon_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday :: Switching cycle 3,Heizkreis Automatik 2 :: Montag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1520,hc_auto_2_tue_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Tuesday :: Switching cycle 1,Heizkreis Automatik 2 :: Dienstag :: Schaltzyklus 1,timerange,,,,,06:00-08:00,TRUE,TRUE,
0x1521,hc_auto_2_tue_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Tuesday :: Switching cycle 2,Heizkreis Automatik 2 :: Dienstag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1522,hc_auto_2_tue_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Tuesday :: Switching cycle 3,Heizkreis Automatik 2 :: Dienstag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1530,hc_auto_2_wed_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Wednesday :: Switching cycle 1,Heizkreis Automatik 2 :: Mittwoch :: Schaltzyklus 1,timerange,,,,,06:00-08:00,TRUE,TRUE,
0x1531,hc_auto_2_wed_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Wednesday :: Switching cycle 2,Heizkreis Automatik 2 :: Mittwoch :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1532,hc_auto_2_wed_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Wednesday :: Switching cycle 3,Heizkreis Automatik 2 :: Mittwoch :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1540,hc_auto_2_thu_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Thursday :: Switching cycle 1,Heizkreis Automatik 2 :: Donnerstag :: Schaltzyklus 1,timerange,,,,,06:00-08:00,TRUE,TRUE,
0x1541,hc_auto_2_thu_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Thursday :: Switching cycle 2,Heizkreis Automatik 2 :: Donnerstag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1542,hc_auto_2_thu_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Thursday :: Switching cycle 3,Heizkreis Automatik 2 :: Donnerstag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1550,hc_auto_2_fri_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Friday :: Switching cycle 1,Heizkreis Automatik 2 :: Freitag :: Schaltzyklus 1,timerange,,,,,06:00-08:00,TRUE,TRUE,
0x1551,hc_auto_2_fri_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Friday :: Switching cycle 2,Heizkreis Automatik 2 :: Freitag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1552,hc_auto_2_fri_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Friday :: Switching cycle 3,Heizkreis Automatik 2 :: Freitag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1560,hc_auto_2_sat_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Saturday :: Switching cycle 1,Heizkreis Automatik 2 :: Samstag :: Schaltzyklus 1,timerange,,,,,07:00-23:00,TRUE,TRUE,
0x1561,hc_auto_2_sat_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Saturday :: Switching cycle 2,Heizkreis Automatik 2 :: Samstag :: Schaltzyklus 2,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1562,hc_auto_2_sat_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Saturday :: Switching cycle 3,Heizkreis Automatik 2 :: Samstag :: Schaltzyklus 3,timerange,,,,,00:00-00:00,TRUE,TRUE,
0x1570,hc_auto_2_sun_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Sunday :: Switching cycle 1,Heizkreis Automatik 2 :: Sonntag :: Schaltzyklus 1,timerange,,,,,07:00-23:00,TRUE,TRUE,
0x1571,hc_auto_2_sun_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Sunday :: Switching cycle 2,Heizkreis Automatik 2 :: Sonntag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1572,hc_auto_2_sun_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Sunday :: Switching cycle 3,Heizkreis Automatik 2 :: Sonntag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1580,hc_auto_2_mon_fri_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Friday :: Switching cycle 1,Heizkreis Automatik 2 :: Montag – Freitag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x1581,hc_auto_2_mon_fri_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Friday :: Switching cycle 2,Heizkreis Automatik 2 :: Montag – Freitag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x1582,hc_auto_2_mon_fri_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Friday :: Switching cycle 3,Heizkreis Automatik 2 :: Montag – Freitag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x1590,hc_auto_2_sat_sun_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,"Heating circuit auto. 2 :: Saturday, Sunday :: Switching cycle 1","Heizkreis Automatik 2 :: Samstag, Sonntag :: Schaltzyklus 1",timerange,,,,,,TRUE,TRUE,
0x1591,hc_auto_2_sat_sun_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,"Heating circuit auto. 2 :: Saturday, Sunday :: Switching cycle 2","Heizkreis Automatik 2 :: Samstag, Sonntag :: Schaltzyklus 2",timerange,,,,,,TRUE,TRUE,
0x1592,hc_auto_2_sat_sun_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,"Heating circuit auto. 2 :: Saturday, Sunday :: Switching cycle 3","Heizkreis Automatik 2 :: Samstag, Sonntag :: Schaltzyklus 3",timerange,,,,,,TRUE,TRUE,
0x15a0,hc_auto_2_mon_sun_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Sunday :: Switching cycle 1,Heizkreis Automatik 2 :: Montag – Sonntag :: Schaltzyklus 1,timerange,,,,,,TRUE,TRUE,
0x15a1,hc_auto_2_mon_sun_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Sunday :: Switching cycle 2,Heizkreis Automatik 2 :: Montag – Sonntag :: Schaltzyklus 2,timerange,,,,,,TRUE,TRUE,
0x15a2,hc_auto_2_mon_sun_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Sunday :: Switching cycle 3,Heizkreis Automatik 2 :: Montag – Sonntag :: Schaltzyklus 3,timerange,,,,,,TRUE,TRUE,
0x15b0,hc_auto_2_mon_thu_1,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Thursday :: Switching cycle 1,Heizkreis Automatik 2 :: Montag – Donnerstag :: Schaltzyklus 1,timerange,,,,,,FALSE,FALSE,
0x15b1,hc_auto_2_mon_thu_2,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Thursday :: Switching cycle 2,Heizkreis Automatik 2 :: Montag – Donnerstag :: Schaltzyklus 2,timerange,,,,,,FALSE,FALSE,
0x15b2,hc_auto_2_mon_thu_3,4.3.2,Time program :: Heating circuit auto. 2,7.4,HC1,HC2,,Heating circuit auto. 2 :: Monday – Thursday :: Switching cycle 3,Heizkreis Automatik 2 :: Montag – Donnerstag :: Schaltzyklus 3,timerange,,,,,,FALSE,FALSE,
0x1700,dhw_auto_1,4.3.2,Time program :: Hot water auto. 1,7.4,HG1,,,Hot water auto. 1,Warmwasserprogramm 1,timerange,,,,,,FALSE,FALSE,
