id,name,menu,menu_title,doc,device,mixer_device,"Hydraulic
0xc284,energy_hp_cooling_01_high,4.9.26,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 01 [High],Energie WP Kühlung 01 [High],i16,kWh,,,,,TRUE,FALSE,
0xc285,energy_hp_cooling_02_low,4.9.27,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 02 [Low],Energie WP Kühlung 02 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc286,energy_hp_cooling_02_high,4.9.28,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 02 [High],Energie WP Kühlung 02 [High],i16,kWh,,,,,TRUE,FALSE,
0xc287,energy_hp_cooling_03_low,4.9.29,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 03 [Low],Energie WP Kühlung 03 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc288,energy_hp_cooling_03_high,4.9.30,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 03 [High],Energie WP Kühlung 03 [High],i16,kWh,,,,,TRUE,FALSE,
0xc289,energy_hp_cooling_04_low,4.9.31,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 04 [Low],Energie WP Kühlung 04 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc28a,energy_hp_cooling_04_high,4.9.32,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 04 [High],Energie WP Kühlung 04 [High],i16,kWh,,,,,TRUE,FALSE,
0xc28b,energy_hp_cooling_05_low,4.9.33,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 05 [Low],Energie WP Kühlung 05 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc28c,energy_hp_cooling_05_high,4.9.34,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 05 [High],Energie WP Kühlung 05 [High],i16,kWh,,,,,TRUE,FALSE,
0xc28d,energy_hp_cooling_06_low,4.9.35,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 06 [Low],Energie WP Kühlung 06 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc28e,energy_hp_cooling_06_high,4.9.36,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 06 [High],Energie WP Kühlung 06 [High],i16,kWh,,,,,TRUE,FALSE,
0xc28f,energy_hp_cooling_07_low,4.9.37,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 07 [Low],Energie WP Kühlung 07 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc290,energy_hp_cooling_07_high,4.9.38,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 07 [High],Energie WP Kühlung 07 [High],i16,kWh,,,,,TRUE,FALSE,
0xc291,energy_hp_cooling_08_low,4.9.39,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 08 [Low],Energie WP Kühlung 08 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc292,energy_hp_cooling_08_high,4.9.40,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 08 [High],Energie WP Kühlung 08 [High],i16,kWh,,,,,TRUE,FALSE,
0xc293,energy_hp_cooling_09_low,4.9.41,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 09 [Low],Energie WP Kühlung 09 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc294,energy_hp_cooling_09_high,4.9.42,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 09 [High],Energie WP Kühlung 09 [High],i16,kWh,,,,,TRUE,FALSE,
0xc295,energy_hp_cooling_10_low,4.9.43,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 10 [Low],Energie WP Kühlung 10 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc296,energy_hp_cooling_10_high,4.9.44,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 10 [High],Energie WP Kühlung 10 [High],i16,kWh,,,,,TRUE,FALSE,
0xc297,energy_hp_cooling_11_low,4.9.45,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 11 [Low],Energie WP Kühlung 11 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc298,energy_hp_cooling_11_high,4.9.46,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 11 [High],Energie WP Kühlung 11 [High],i16,kWh,,,,,TRUE,FALSE,
0xc299,energy_hp_cooling_12_low,4.9.47,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 12 [Low],Energie WP Kühlung 12 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc29a,energy_hp_cooling_12_high,4.9.48,"Statistics :: Month :: Energy HP, cooling",7.10,HG1,,,Energy HP cooling 12 [High],Energie WP Kühlung 12 [High],i16,kWh,,,,,TRUE,FALSE,
0xc29b,energy_hp_heating_01_low,4.9.49,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 01 [Low],Energie WP Heizung 01 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc29c,energy_hp_heating_01_high,4.9.50,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 01 [High],Energie WP Heizung 01 [High],i16,kWh,,,,,TRUE,FALSE,
0xc29d,energy_hp_heating_02_low,4.9.51,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 02 [Low],Energie WP Heizung 02 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc29e,energy_hp_heating_02_high,4.9.52,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 02 [High],Energie WP Heizung 02 [High],i16,kWh,,,,,TRUE,FALSE,
0xc29f,energy_hp_heating_03_low,4.9.53,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 03 [Low],Energie WP Heizung 03 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2a0,energy_hp_heating_03_high,4.9.54,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 03 [High],Energie WP Heizung 03 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2a1,energy_hp_heating_04_low,4.9.55,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 04 [Low],Energie WP Heizung 04 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2a2,energy_hp_heating_04_high,4.9.56,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 04 [High],Energie WP Heizung 04 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2a3,energy_hp_heating_05_low,4.9.57,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 05 [Low],Energie WP Heizung 05 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2a4,energy_hp_heating_05_high,4.9.58,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 05 [High],Energie WP Heizung 05 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2a5,energy_hp_heating_06_low,4.9.59,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 06 [Low],Energie WP Heizung 06 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2a6,energy_hp_heating_06_high,4.9.60,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 06 [High],Energie WP Heizung 06 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2a7,energy_hp_heating_07_low,4.9.61,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 07 [Low],Energie WP Heizung 07 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2a8,energy_hp_heating_07_high,4.9.62,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 07 [High],Energie WP Heizung 07 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2a9,energy_hp_heating_08_low,4.9.63,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 08 [Low],Energie WP Heizung 08 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2aa,energy_hp_heating_08_high,4.9.64,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 08 [High],Energie WP Heizung 08 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2ab,energy_hp_heating_09_low,4.9.65,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 09 [Low],Energie WP Heizung 09 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2ac,energy_hp_heating_19_high,4.9.66,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 09 [High],Energie WP Heizung 09 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2ad,energy_hp_heating_10_low,4.9.67,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 10 [Low],Energie WP Heizung 10 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2ae,energy_hp_heating_10_high,4.9.68,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 10 [High],Energie WP Heizung 10 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2af,energy_hp_heating_11_low,4.9.69,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 11 [Low],Energie WP Heizung 11 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2b0,energy_hp_heating_11_high,4.9.70,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 11 [High],Energie WP Heizung 11 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2b1,energy_hp_heating_12_low,4.9.71,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 12 [Low],Energie WP Heizung 12 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2b2,energy_hp_heating_12_high,4.9.72,"Statistics :: Month :: Energy HP, heating",7.10,HG1,,,Energy HP heating 12 [High],Energie WP Heizung 12 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2b3,energy_hot_water_01_low,4.9.73,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 01 [Low],Energie Warmwasser 01 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2b4,energy_hot_water_01_high,4.9.74,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 01 [High],Energie Warmwasser 01 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2b5,energy_hot_water_02_low,4.9.75,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 02 [Low],Energie Warmwasser 02 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2b6,energy_hot_water_02_high,4.9.76,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 02 [High],Energie Warmwasser 02 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2b7,energy_hot_water_03_low,4.9.77,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 03 [Low],Energie Warmwasser 03 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2b8,energy_hot_water_03_high,4.9.78,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 03 [High],Energie Warmwasser 03 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2b9,energy_hot_water_04_low,4.9.79,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 04 [Low],Energie Warmwasser 04 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2ba,energy_hot_water_04_high,4.9.80,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 04 [High],Energie Warmwasser 04 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2bb,energy_hot_water_05_low,4.9.81,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 05 [Low],Energie Warmwasser 05 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2bc,energy_hot_water_05_high,4.9.82,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 05 [High],Energie Warmwasser 05 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2bd,energy_hot_water_06_low,4.9.83,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 06 [Low],Energie Warmwasser 06 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2be,energy_hot_water_06_high,4.9.84,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 06 [High],Energie Warmwasser 06 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2bf,energy_hot_water_07_low,4.9.85,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 07 [Low],Energie Warmwasser 07 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2c0,energy_hot_water_07_high,4.9.86,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 07 [High],Energie Warmwasser 07 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2c1,energy_hot_water_08_low,4.9.87,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 08 [Low],Energie Warmwasser 08 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2c2,energy_hot_water_08_high,4.9.88,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 08 [High],Energie Warmwasser 08 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2c3,energy_hot_water_09_low,4.9.89,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 09 [Low],Energie Warmwasser 09 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2c4,energy_hot_water_09_high,4.9.90,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 09 [High],Energie Warmwasser 09 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2c5,energy_hot_water_10_low,4.9.91,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 10 [Low],Energie Warmwasser 10 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2c6,energy_hot_water_10_high,4.9.92,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 10 [High],Energie Warmwasser 10 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2c7,energy_hot_water_11_low,4.9.93,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 11 [Low],Energie Warmwasser 11 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2c8,energy_hot_water_11_high,4.9.94,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 11 [High],Energie Warmwasser 11 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2c9,energy_hot_water_12_low,4.9.95,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 12 [Low],Energie Warmwasser 12 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2ca,energy_hot_water_12_high,4.9.96,"Statistics :: Month :: Energy, hot water",7.10,HG1,,,Energy hot water 12 [High],Energie Warmwasser 12 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2cb,energy_hp_total_01_low,4.9.97,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 01 [Low],Energie WP gesamt 01 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2cc,energy_hp_total_01_high,4.9.98,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 01 [High],Energie WP gesamt 01 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2cd,energy_hp_total_02_low,4.9.99,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 02 [Low],Energie WP gesamt 02 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2ce,energy_hp_total_02_high,4.9.100,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 02 [High],Energie WP gesamt 02 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2cf,energy_hp_total_03_low,4.9.101,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 03 [Low],Energie WP gesamt 03 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2d0,energy_hp_total_03_high,4.9.102,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 03 [High],Energie WP gesamt 03 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2d1,energy_hp_total_04_low,4.9.103,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 04 [Low],Energie WP gesamt 04 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2d2,energy_hp_total_04_high,4.9.104,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 04 [High],Energie WP gesamt 04 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2d3,energy_hp_total_05_low,4.9.105,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 05 [Low],Energie WP gesamt 05 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2d4,energy_hp_total_05_high,4.9.106,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 05 [High],Energie WP gesamt 05 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2d5,energy_hp_total_06_low,4.9.107,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 06 [Low],Energie WP gesamt 06 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2d6,energy_hp_total_06_high,4.9.108,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 06 [High],Energie WP gesamt 06 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2d7,energy_hp_total_07_low,4.9.109,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 07 [Low],Energie WP gesamt 07 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2d8,energy_hp_total_07_high,4.9.110,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 07 [High],Energie WP gesamt 07 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2d9,energy_hp_total_08_low,4.9.111,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 08 [Low],Energie WP gesamt 08 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2da,energy_hp_total_08_high,4.9.112,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 08 [High],Energie WP gesamt 08 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2db,energy_hp_total_09_low,4.9.113,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 09 [Low],Energie WP gesamt 09 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2dc,energy_hp_total_09_high,4.9.114,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 09 [High],Energie WP gesamt 09 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2dd,energy_hp_total_10_low,4.9.115,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 10 [Low],Energie WP gesamt 10 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2de,energy_hp_total_10_high,4.9.116,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 10 [High],Energie WP gesamt 10 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2df,energy_hp_total_11_low,4.9.117,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 11 [Low],Energie WP gesamt 11 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2e0,energy_hp_total_11_high,4.9.118,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 11 [High],Energie WP gesamt 11 [High],i16,kWh,,,,,TRUE,FALSE,
0xc2e1,energy_hp_total_12_low,4.9.119,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 12 [Low],Energie WP gesamt 12 [Low],i16,kWh,,,,,TRUE,FALSE,
0xc2e2,energy_hp_total_12_high,4.9.120,Statistics :: Month :: Energy HP total,7.10,HG1,,,Energy HP total 12 [High],Energie WP gesamt 12 [High],i16,kWh,,,,,TRUE,FALSE,
0x06A6,energy_hp_cooling,4.9.2,Statistics :: Total,7.10,HG1,,,Energy HP cooling,Energie WP Kühlung,i16,kWh,,,1,,TRUE,FALSE,
0x06A7,energy_hp_heating,4.9.2,Statistics :: Total,7.10,HG1,,,Energy HP heating,Energie WP Heizung,i16,kWh,,,1,,TRUE,FALSE,
0x092c,energy_hot_water,4.9.2,Statistics :: Total,7.10,HG1,,,Energy hot water,Energie Warmwasser,i16,kWh,,,1,,TRUE,FALSE,
0x0930,energy_hp_total,4.9.2,Statistics :: Total,7.10,HG1,,,Energy HP total,Energie WP gesamt,i16,kWh,,,1,,TRUE,FALSE,
0xc2fa,energy_electrical,4.9.2,Statistics :: Total,7.10,HG1,,,Electr. energy total,Elektr. Energie gesamt,i16,kWh,,,1,,TRUE,FALSE,
0x091c,energy_ext_hot_water,4.9.2,Statistics :: Total,7.10,HG1,,,"Ext. energy source, hot water",Energie ext. Quelle Warmwasser,i16,kWh,,,1,,TRUE,FALSE,
0x0920,energy_ext_heating,4.9.2,Statistics :: Total,7.10,HG1,,,"Ext. energy source, heating",Energie ext. Quelle Heizung,i16,kWh,,,1,,TRUE,FALSE,
0x06a5,runtime_compressor,4.9.2,Statistics :: Total,7.10,HG1,,,Compressor uptime,Laufzeit Kompressor,i16,h,,,1,,TRUE,FALSE,
0x06a4,runtime_pump,4.9.2,Statistics :: Total,7.10,HG1,,,Pump uptime,Laufzeit Pumpe,i16,h,,,1,,TRUE,FALSE,
0x005e,hot_water_active,,,,HG1,,,DHW heating up active,Warmwasserbereitung aktiv,bool,,,,,,TRUE,FALSE,
0x0661,VMIN_A1,,,,,,,Volume flow,Durchfluss (VMIN_A1),dec,l/h,,,,,TRUE,FALSE,
0x0011,RAUMISTTEMP,,,,,,,Room temperature,Raum-Ist-Temperatur,dec,C,10,,,,TRUE,FALSE,-40 = Not Connected
0x0012,VERSTELLTE_RAUMSOLLTEMP,,,,,,,Room setpoint,Raum-Soll-Temperatur,dec,C,10,5-40,,,TRUE,FALSE,
0x0103,AUFHEIZOPTIMIERUNG,,,,,,,eAUFHEIZOPTIMIERUNG,eAUFHEIZOPTIMIERUNG,i8,,,,,,TRUE,FALSE,
0x0110,MAX_AUFHEIZVORVERLEGUNG,,,,,,,eMAX_AUFHEIZVORVERLEGUNG,eMAX_AUFHEIZVORVERLEGUNG,i16,,,,,,TRUE,FALSE,
0x012e,ABSENKOPTIMIERUNG,,,,,,,eABSENKOPTIMIERUNG,eABSENKOPTIMIERUNG,i16,,,,,,TRUE,FALSE,
0x0148,GERAETE_KENNUNG,,,,,,,Type of heat generator,Wärmeerzeugertyp,enum16,,,HeatGeneratorType,,,TRUE,FALSE,
0x0682,WP_MOD_HYST_DURCHFLUSS,,,,,,,eWP_MOD_HYST_DURCHFLUSS,eWP_MOD_HYST_DURCHFLUSS,dec,l/h,10,,,,TRUE,FALSE,
0x0683,WP_SPREIZUNG_HZ_BETRIEB,,,,,,,Delt-T CH,Sollspreizung Heizung,dec,K,10,,,,TRUE,FALSE,
0x0684,WP_SPREIZUNG_WW_BETRIEB,,,,,,,Delta- DHW,Sollspreizung Warmwasser,dec,K,10,,,,TRUE,FALSE,
0x0685,WP_VERZ_ZEIT_PUMPE,,,,,,,eWP_VERZ_ZEIT_PUMPE,eWP_VERZ_ZEIT_PUMPE,dec,,10,,,,TRUE,FALSE,
0x0688,VMIN_WP,,,,,,,Volume flow,Durchfluss (VMIN_WP),dec,,,,,,TRUE,FALSE,
0x068c,WP_START_MAX_TEMP,,,,,,,eWP_START_MAX_TEMP,eWP_START_MAX_TEMP,dec,C,10,,,,TRUE,FALSE,
0x0699,WP_INNENGERAET,,,,,,,eWP_INNENGERAET,eWP_INNENGERAET,dec,,10,,,,TRUE,FALSE,
0x069a,WP_AUSSENGERAET,,,,,,,eWP_AUSSENGERAET,eWP_AUSSENGERAET,dec,,10,,,,TRUE,FALSE,
0x0a1f,ZEITMASTER,,,,,,,eZEITMASTER,eZEITMASTER,i8,,,,,,TRUE,FALSE,
0x1388,FEHLER_AKTUELL,,,,,,,Current error,Aktueller Fehler,i16,,,,,,TRUE,FALSE,
0x13b5,START_KUEHLEN_AUSSENTEMP_HZK0,,,,,,,Start T-Out Cooling,Untergrenze Außentemperatur für Kühlbetrieb,dec,C,10,,,,TRUE,FALSE,all devices return NULL
0xc09d,VMIN_GCU,,,,,,,Volume flow,Durchfluss (VMIN_GCU),dec,,,,,,TRUE,FALSE,
0xc0b1,SONDERFKT_SCHALTKONTAKT,,,,,,,eSONDERFKT_SCHALTKONTAKT,eSONDERFKT_SCHALTKONTAKT,dec,,10,,,,TRUE,FALSE,
0xc0b2,WARTEZEIT_SONDERFKT,,,,,,,eWARTEZEIT_SONDERFKT,eWARTEZEIT_SONDERFKT,dec,,10,,,,TRUE,FALSE,
0xc0b3,SCHALTSCHWELLE_TDHW,,,,,,,eSCHALTSCHWELLE_TDHW,eSCHALTSCHWELLE_TDHW,dec,C,10,,,,TRUE,FALSE,
0xc0f7,PWM_SIGNAL,,,,,,,PWM signal,PWM_SIGNAL,i8,,,,,,TRUE,FALSE,
0xc1bf,T_TVBH,,,,,,,TVBH2,TVBH2,dec,C,10,,,,TRUE,FALSE,
0xc102,T_TVBH1,,,,,,,TVBH1,TVBH1,dec,C,10,,,,TRUE,FALSE,
0xfd4f,G1_ANTILEG_START_ZEIT,,,,,,,Anti-Legionella time,Startzeit Antileginoellenprogramm,dec,,10,,,,FALSE,FALSE,This is a typo in the G1 gateway 0xfd4f should've been 0xfdf4.
0x0010,mystery_0010,,,,HG1,,,Mystery 0x0010,Mystery 0x0010,i16,,,,,,TRUE,FALSE,
0x093c,mystery_093c,,,,HG1,,,Mystery 0x093c,Mystery 0x093c,i16,,,,,,TRUE,FALSE,
0xc0b4,mystery_c0b4,,,,HG1,,,Mystery 0xc0b4,Mystery 0xc0b4,i16,,,,,,TRUE,FALSE,
